               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 171,            0.066273,             0.65842,              1.1308,             0.77951,             0.54617,             0.66356,             0.66302,                   0,                   0,                   0,            0.006634,            0.006634,            0.006634
                 172,            0.065282,              0.6847,              1.1302,              0.7676,             0.57801,             0.68475,             0.68286,                   0,                   0,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,            0.064836,             0.66023,              1.1349,              0.7955,             0.55666,              0.6746,             0.67254,                   0,                   0,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,            0.064281,             0.64896,               1.137,             0.73523,             0.56767,             0.65664,             0.65549,                   0,                   0,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,            0.067224,             0.63759,              1.1286,             0.76407,             0.60408,             0.69337,             0.69283,                   0,                   0,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.064962,             0.67054,              1.1229,              0.7649,             0.54293,             0.65808,             0.65754,                   0,                   0,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.064645,             0.59965,              1.1352,             0.70364,             0.54991,               0.661,             0.65993,                   0,                   0,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,            0.062743,             0.63265,              1.1278,             0.67494,             0.61135,             0.68698,             0.68598,                   0,                   0,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,            0.062861,             0.64184,              1.1324,             0.70607,              0.6167,             0.67248,             0.67248,                   0,                   0,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,            0.062325,             0.59051,              1.1292,              0.5907,             0.61536,             0.65803,             0.65803,                   0,                   0,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,            0.065938,             0.61164,               1.132,             0.59853,             0.68007,             0.68574,             0.68574,                   0,                   0,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.066013,             0.63035,              1.1306,             0.60334,             0.59481,             0.65352,             0.65258,                   0,                   0,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,            0.066905,             0.58884,              1.1237,             0.76347,             0.57346,             0.65631,             0.65631,                   0,                   0,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,             0.06491,             0.55851,              1.1358,             0.76618,             0.57905,              0.6506,              0.6506,                   0,                   0,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.065733,             0.58832,              1.1288,             0.77198,             0.54991,             0.64281,             0.64281,                   0,                   0,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.064979,             0.58447,              1.1289,             0.64909,             0.59205,             0.63584,             0.63584,                   0,                   0,                   0,            0.006337,            0.006337,            0.006337
                 187,            0.062662,             0.57719,              1.1394,             0.74851,              0.5828,             0.66536,             0.66536,                   0,                   0,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,            0.062775,             0.58209,              1.1297,               0.704,             0.61159,             0.66732,             0.66732,                   0,                   0,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.069222,             0.59805,              1.1322,             0.72398,              0.5686,             0.69051,             0.69051,                   0,                   0,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,            0.074885,             0.63173,              1.1382,              0.6679,             0.58199,             0.68705,             0.68593,                   0,                   0,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,            0.070183,             0.57651,              1.1341,             0.71374,             0.61552,             0.70962,             0.70962,                   0,                   0,                   0,            0.006238,            0.006238,            0.006238
                 192,             0.06867,             0.58149,               1.138,             0.65222,             0.62052,             0.69129,             0.69129,                   0,                   0,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.067334,             0.57684,              1.1318,             0.70165,             0.58626,             0.68855,             0.68855,                   0,                   0,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,            0.067325,             0.55942,              1.1337,             0.64337,             0.62249,             0.68319,             0.68319,                   0,                   0,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.072013,             0.52006,              1.1356,             0.64799,             0.63994,             0.67924,             0.67868,                   0,                   0,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,            0.069058,             0.54963,              1.1322,             0.80077,              0.5594,             0.68455,               0.684,                   0,                   0,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.068497,             0.53628,              1.1404,              0.6957,             0.61331,              0.6982,              0.6982,                   0,                   0,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,            0.066702,             0.53971,              1.1329,             0.68639,              0.6155,             0.71493,             0.71493,                   0,                   0,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,            0.063706,             0.52765,              1.1345,             0.75092,             0.58087,             0.69706,             0.69706,                   0,                   0,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.065635,             0.51746,              1.1314,             0.62907,             0.61787,             0.70171,             0.70171,                   0,                   0,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,              0.0681,             0.54932,              1.1306,             0.72304,             0.52154,              0.6652,              0.6652,                   0,                   0,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.065432,             0.53467,              1.1282,             0.60294,             0.61777,             0.67084,             0.67084,                   0,                   0,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,            0.063838,             0.53272,               1.134,             0.75518,             0.56893,             0.68191,             0.68191,                   0,                   0,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.064286,              0.4903,              1.1298,             0.70387,             0.60075,              0.6831,              0.6831,                   0,                   0,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.066463,             0.50863,              1.1369,             0.60037,             0.62155,             0.65559,             0.65559,                   0,                   0,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,            0.065791,             0.52151,              1.1313,             0.81838,             0.54253,             0.65706,             0.65706,                   0,                   0,                   0,            0.005941,            0.005941,            0.005941
                 207,            0.066466,             0.53177,              1.1319,             0.74013,             0.55535,             0.65493,             0.65493,                   0,                   0,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,            0.065878,             0.47721,              1.1287,             0.76629,             0.55343,             0.67717,             0.67717,                   0,                   0,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.065216,              0.5243,               1.135,             0.74734,             0.58717,               0.684,               0.684,                   0,                   0,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,            0.063031,             0.49296,              1.1261,              0.8152,             0.56887,             0.68879,             0.68879,                   0,                   0,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,             0.06514,             0.49808,              1.1311,             0.76936,              0.5595,             0.68865,             0.68865,                   0,                   0,                   0,            0.005842,            0.005842,            0.005842
                 212,            0.065445,             0.51274,              1.1326,             0.78966,             0.54215,             0.69294,             0.69294,                   0,                   0,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.066293,             0.47629,              1.1382,             0.74463,             0.55142,             0.67704,             0.67704,                   0,                   0,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,            0.063204,             0.46342,              1.1327,             0.78454,             0.54247,             0.67351,             0.67351,                   0,                   0,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.061961,             0.48617,              1.1333,             0.73179,             0.55701,             0.67604,             0.67592,                   0,                   0,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,            0.066443,              0.4775,              1.1242,             0.67059,             0.60412,             0.68147,             0.68123,                   0,                   0,                   0,            0.005743,            0.005743,            0.005743
                 217,            0.063851,             0.48504,               1.143,             0.75691,             0.57042,             0.67625,             0.67625,                   0,                   0,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.063901,               0.452,              1.1354,             0.62141,             0.62541,             0.67106,             0.67066,                   0,                   0,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,            0.066883,             0.46297,               1.137,             0.70214,             0.56307,             0.66831,             0.66766,                   0,                   0,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,             0.06644,             0.43672,               1.131,             0.66443,             0.62857,             0.67296,             0.67256,                   0,                   0,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,            0.062711,             0.45829,               1.133,             0.75256,             0.56535,             0.67638,             0.67505,                   0,                   0,                   0,            0.005644,            0.005644,            0.005644
                 222,            0.064169,             0.46461,              1.1356,             0.77675,             0.56513,             0.68594,             0.68528,                   0,                   0,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,            0.063944,             0.45204,              1.1251,             0.77941,             0.56305,             0.66838,             0.66762,                   0,                   0,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,            0.067712,             0.44231,              1.1321,             0.69917,             0.63861,             0.68441,             0.68441,                   0,                   0,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,            0.064246,             0.43331,              1.1356,             0.72742,             0.59018,             0.67139,             0.67139,                   0,                   0,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,            0.063874,             0.44677,              1.1267,             0.72288,             0.58996,             0.67743,             0.67743,                   0,                   0,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.063825,             0.43734,              1.1238,             0.75271,             0.60675,             0.69662,             0.69662,                   0,                   0,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.062437,             0.43354,               1.131,             0.76554,             0.60917,             0.68867,             0.68867,                   0,                   0,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,            0.064812,             0.45337,              1.1313,             0.73676,             0.60708,             0.68329,             0.68329,                   0,                   0,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,            0.064171,             0.44976,              1.1336,             0.74723,             0.64463,             0.69513,             0.69513,                   0,                   0,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,            0.060276,             0.42729,              1.1326,             0.73771,             0.63067,              0.6882,              0.6882,                   0,                   0,                   0,            0.005446,            0.005446,            0.005446
                 232,            0.059073,             0.42101,               1.128,             0.75988,             0.60242,             0.68926,             0.68926,                   0,                   0,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,            0.064398,             0.42305,              1.1292,             0.77159,             0.59041,              0.6914,              0.6914,                   0,                   0,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,            0.062839,             0.43439,              1.1213,             0.75999,             0.60264,             0.71039,             0.71039,                   0,                   0,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,            0.067296,             0.40909,              1.1357,             0.70994,             0.62298,             0.70298,             0.70298,                   0,                   0,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,            0.068699,             0.44664,              1.1287,             0.70774,             0.61413,             0.71284,             0.71284,                   0,                   0,                   0,            0.005347,            0.005347,            0.005347
                 237,            0.063082,             0.42671,              1.1335,             0.70715,             0.63451,             0.71934,             0.71934,                   0,                   0,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,            0.060133,             0.42407,              1.1297,             0.69072,             0.66026,             0.71878,             0.71878,                   0,                   0,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,             0.05991,             0.40675,              1.1403,             0.66096,             0.66586,             0.70755,             0.70755,                   0,                   0,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,            0.064469,             0.40482,              1.1311,             0.71921,             0.62777,             0.71269,             0.71269,                   0,                   0,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,            0.064222,             0.42424,              1.1304,             0.76594,             0.58801,               0.719,               0.719,                   0,                   0,                   0,            0.005248,            0.005248,            0.005248
                 242,            0.061134,             0.40744,              1.1346,             0.70215,             0.61563,               0.716,             0.71516,                   0,                   0,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,            0.061342,             0.41105,              1.1382,             0.73574,              0.5899,             0.69988,             0.69988,                   0,                   0,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,            0.061779,               0.426,              1.1356,             0.74008,             0.59785,              0.7044,               0.704,                   0,                   0,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,            0.060997,             0.39941,              1.1316,              0.7024,             0.61442,             0.69435,             0.69415,                   0,                   0,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,            0.059354,             0.38357,              1.1307,              0.6764,             0.63636,             0.69221,             0.69201,                   0,                   0,                   0,            0.005149,            0.005149,            0.005149
                 247,            0.060127,             0.41102,              1.1233,             0.70428,             0.60105,             0.67461,             0.67425,                   0,                   0,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,            0.062095,             0.42482,              1.1299,             0.67277,             0.60202,             0.67912,             0.67869,                   0,                   0,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,            0.060901,             0.38452,              1.1317,             0.71169,             0.62204,             0.69103,             0.69084,                   0,                   0,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,             0.05997,             0.38858,              1.1357,             0.65709,             0.64015,             0.68535,             0.68514,                   0,                   0,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,            0.057565,             0.37123,              1.1338,             0.68943,             0.61184,             0.69208,             0.69106,                   0,                   0,                   0,             0.00505,             0.00505,             0.00505
                 252,            0.057135,             0.38836,              1.1379,             0.66887,             0.61126,              0.6877,              0.6872,                   0,                   0,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,            0.059225,             0.36743,              1.1352,             0.77227,             0.56541,             0.68744,             0.68693,                   0,                   0,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,            0.057297,             0.36729,              1.1294,             0.62842,             0.67354,             0.67416,             0.67407,                   0,                   0,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,            0.059789,             0.37214,              1.1248,             0.65073,             0.63649,             0.68322,             0.68289,                   0,                   0,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,            0.058537,             0.37055,              1.1365,             0.55815,             0.70228,             0.69183,             0.69047,                   0,                   0,                   0,            0.004951,            0.004951,            0.004951
                 257,            0.059027,             0.35664,              1.1349,              0.5946,             0.66492,             0.68717,              0.6864,                   0,                   0,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,            0.059411,              0.3615,              1.1337,             0.60808,             0.67299,             0.69444,             0.69374,                   0,                   0,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,            0.059333,             0.34746,              1.1457,             0.57547,             0.69125,             0.70718,             0.70704,                   0,                   0,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,            0.060602,             0.34568,              1.1333,             0.78445,             0.55009,             0.70129,             0.70129,                   0,                   0,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,            0.060372,             0.35701,              1.1321,             0.62626,             0.65833,              0.6986,              0.6986,                   0,                   0,                   0,            0.004852,            0.004852,            0.004852
                 262,            0.056322,             0.35009,              1.1363,             0.61167,             0.68045,             0.71677,             0.71677,                   0,                   0,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,            0.060147,             0.36022,               1.127,             0.72963,              0.6338,             0.69989,             0.69989,                   0,                   0,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,            0.060716,             0.36074,                1.13,              0.7099,             0.65684,             0.70832,             0.70832,                   0,                   0,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,            0.059179,             0.33703,              1.1324,             0.74224,             0.62322,             0.71075,             0.71047,                   0,                   0,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,            0.059467,             0.34961,              1.1291,             0.69425,             0.65013,             0.70724,             0.70701,                   0,                   0,                   0,            0.004753,            0.004753,            0.004753
                 267,            0.059503,             0.34893,              1.1287,             0.66053,             0.69171,             0.70115,             0.69992,                   0,                   0,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,            0.058356,             0.34642,              1.1293,             0.64931,             0.66765,             0.71269,             0.71144,                   0,                   0,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,            0.057154,             0.33728,              1.1345,             0.72468,             0.62111,             0.72516,              0.7243,                   0,                   0,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,            0.055947,             0.35181,              1.1309,             0.79811,             0.56709,             0.71576,             0.71482,                   0,                   0,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,             0.06048,             0.34282,              1.1351,               0.786,             0.56919,             0.71231,             0.71103,                   0,                   0,                   0,            0.004654,            0.004654,            0.004654
                 272,            0.058244,             0.33055,              1.1318,             0.66263,             0.62235,             0.69611,             0.69528,                   0,                   0,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,            0.057426,             0.32847,              1.1294,             0.66823,             0.61958,             0.70363,             0.70196,                   0,                   0,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,            0.054879,             0.32247,              1.1348,             0.82793,             0.57097,             0.70427,              0.7032,                   0,                   0,                   0,           0.0045946,           0.0045946,           0.0045946
                 275,            0.056425,             0.32241,              1.1228,             0.69296,             0.61183,             0.71021,             0.70913,                   0,                   0,                   0,           0.0045748,           0.0045748,           0.0045748
                 276,             0.05652,             0.33512,              1.1267,             0.65604,             0.62919,             0.71504,             0.71383,                   0,                   0,                   0,            0.004555,            0.004555,            0.004555
                 277,            0.056983,             0.33319,              1.1289,             0.68442,             0.62231,             0.71913,             0.71781,                   0,                   0,                   0,           0.0045352,           0.0045352,           0.0045352
                 278,            0.053717,             0.31397,              1.1312,             0.75295,             0.59276,             0.70639,             0.70457,                   0,                   0,                   0,           0.0045154,           0.0045154,           0.0045154
                 279,              0.0571,             0.32694,              1.1265,             0.84565,             0.55954,             0.71414,             0.71284,                   0,                   0,                   0,           0.0044956,           0.0044956,           0.0044956
                 280,            0.056823,             0.33868,              1.1291,             0.85241,             0.55531,             0.70351,             0.70276,                   0,                   0,                   0,           0.0044758,           0.0044758,           0.0044758
                 281,             0.05674,             0.31841,               1.136,             0.85094,             0.55049,             0.71007,             0.70971,                   0,                   0,                   0,            0.004456,            0.004456,            0.004456
                 282,            0.054197,             0.30417,              1.1268,             0.83576,             0.55413,             0.70818,              0.7069,                   0,                   0,                   0,           0.0044362,           0.0044362,           0.0044362
                 283,            0.060624,             0.32377,               1.133,             0.85019,             0.55311,             0.70545,             0.70454,                   0,                   0,                   0,           0.0044164,           0.0044164,           0.0044164
                 284,            0.058059,             0.31503,              1.1256,             0.65978,             0.63815,             0.70464,             0.70394,                   0,                   0,                   0,           0.0043966,           0.0043966,           0.0043966
                 285,            0.057219,             0.32667,              1.1309,             0.66077,             0.64459,             0.70706,             0.70659,                   0,                   0,                   0,           0.0043768,           0.0043768,           0.0043768
                 286,            0.060039,             0.32519,              1.1268,             0.82506,             0.54977,             0.71703,             0.71608,                   0,                   0,                   0,            0.004357,            0.004357,            0.004357
                 287,            0.056878,             0.31062,              1.1342,             0.65788,             0.65404,             0.71754,             0.71724,                   0,                   0,                   0,           0.0043372,           0.0043372,           0.0043372
                 288,            0.055021,              0.3122,              1.1366,             0.79857,             0.56908,             0.71644,             0.71568,                   0,                   0,                   0,           0.0043174,           0.0043174,           0.0043174
                 289,            0.055742,             0.31944,              1.1283,             0.70904,              0.6104,             0.71302,             0.71222,                   0,                   0,                   0,           0.0042976,           0.0042976,           0.0042976
                 290,            0.056985,              0.2859,              1.1271,             0.71361,             0.62661,             0.71081,             0.70881,                   0,                   0,                   0,           0.0042778,           0.0042778,           0.0042778
                 291,            0.055012,             0.29134,              1.1291,             0.71817,             0.61876,             0.71011,             0.70761,                   0,                   0,                   0,            0.004258,            0.004258,            0.004258
                 292,            0.055755,             0.29925,              1.1279,             0.68818,             0.64218,             0.71161,             0.70927,                   0,                   0,                   0,           0.0042382,           0.0042382,           0.0042382
                 293,            0.056682,             0.28505,              1.1351,             0.67331,             0.64621,              0.7124,             0.70926,                   0,                   0,                   0,           0.0042184,           0.0042184,           0.0042184
                 294,            0.055665,             0.28036,              1.1313,             0.62548,             0.67631,              0.7219,             0.71935,                   0,                   0,                   0,           0.0041986,           0.0041986,           0.0041986
                 295,              0.0556,             0.30253,              1.1399,             0.60826,             0.68954,             0.71728,             0.71329,                   0,                   0,                   0,           0.0041788,           0.0041788,           0.0041788
                 296,            0.055324,             0.30047,              1.1274,             0.73182,             0.60631,             0.71928,              0.7146,                   0,                   0,                   0,            0.004159,            0.004159,            0.004159
                 297,            0.055291,             0.28318,              1.1279,             0.74624,             0.60565,              0.7192,             0.71464,                   0,                   0,                   0,           0.0041392,           0.0041392,           0.0041392
                 298,            0.059472,              0.3028,              1.1321,             0.74698,             0.60338,             0.71952,             0.71587,                   0,                   0,                   0,           0.0041194,           0.0041194,           0.0041194
                 299,            0.057229,             0.28758,              1.1276,             0.80251,             0.58322,             0.71517,             0.71348,                   0,                   0,                   0,           0.0040996,           0.0040996,           0.0040996
                 300,            0.055505,              0.2976,              1.1316,             0.78942,             0.58326,             0.71756,             0.71706,                   0,                   0,                   0,           0.0040798,           0.0040798,           0.0040798
                 301,            0.055655,             0.28262,              1.1347,              0.8509,             0.57504,             0.71587,             0.71543,                   0,                   0,                   0,             0.00406,             0.00406,             0.00406
                 302,            0.055053,             0.29027,              1.1346,             0.85635,             0.57162,             0.72268,             0.72223,                   0,                   0,                   0,           0.0040402,           0.0040402,           0.0040402
                 303,            0.058346,             0.26733,              1.1284,             0.72553,             0.62016,             0.72421,             0.72364,                   0,                   0,                   0,           0.0040204,           0.0040204,           0.0040204
                 304,            0.060044,             0.27447,              1.1316,             0.74924,             0.60544,              0.7287,             0.72779,                   0,                   0,                   0,           0.0040006,           0.0040006,           0.0040006
                 305,            0.060768,               0.282,              1.1353,             0.77264,             0.59338,             0.72744,             0.72672,                   0,                   0,                   0,           0.0039808,           0.0039808,           0.0039808
                 306,            0.059064,             0.28182,              1.1354,             0.73599,             0.60214,             0.72793,             0.72716,                   0,                   0,                   0,            0.003961,            0.003961,            0.003961
                 307,            0.055599,             0.28716,              1.1389,              0.8379,             0.57041,             0.72007,             0.71921,                   0,                   0,                   0,           0.0039412,           0.0039412,           0.0039412
                 308,            0.054839,              0.2779,              1.1292,             0.83879,             0.56159,             0.72138,             0.72061,                   0,                   0,                   0,           0.0039214,           0.0039214,           0.0039214
                 309,            0.055124,             0.26337,              1.1344,             0.72762,             0.60624,             0.72519,             0.72457,                   0,                   0,                   0,           0.0039016,           0.0039016,           0.0039016
                 310,            0.055886,             0.27173,              1.1358,             0.71211,             0.60131,             0.72794,             0.72742,                   0,                   0,                   0,           0.0038818,           0.0038818,           0.0038818
                 311,            0.055451,              0.2639,              1.1294,             0.79932,             0.57319,             0.72754,             0.72695,                   0,                   0,                   0,            0.003862,            0.003862,            0.003862
                 312,            0.056661,             0.28303,              1.1287,             0.79082,             0.57673,             0.72867,             0.72818,                   0,                   0,                   0,           0.0038422,           0.0038422,           0.0038422
                 313,            0.054034,              0.2605,              1.1297,             0.77282,             0.57824,             0.72777,             0.72722,                   0,                   0,                   0,           0.0038224,           0.0038224,           0.0038224
                 314,            0.054538,             0.25755,              1.1302,             0.77202,             0.57166,             0.72275,             0.72212,                   0,                   0,                   0,           0.0038026,           0.0038026,           0.0038026
                 315,            0.056074,             0.27462,              1.1354,             0.54083,              0.7055,             0.71148,             0.71134,                   0,                   0,                   0,           0.0037828,           0.0037828,           0.0037828
                 316,            0.053597,             0.26859,              1.1314,             0.61226,             0.68846,             0.71886,             0.71874,                   0,                   0,                   0,            0.003763,            0.003763,            0.003763
                 317,            0.054979,             0.26162,              1.1262,              0.6283,             0.67466,             0.72286,             0.72273,                   0,                   0,                   0,           0.0037432,           0.0037432,           0.0037432
                 318,            0.051955,             0.26263,              1.1327,             0.60315,             0.67678,             0.72206,             0.72194,                   0,                   0,                   0,           0.0037234,           0.0037234,           0.0037234
                 319,            0.056821,             0.24528,              1.1235,             0.60596,             0.67466,             0.71769,             0.71756,                   0,                   0,                   0,           0.0037036,           0.0037036,           0.0037036
                 320,            0.053827,             0.24405,              1.1301,             0.63348,             0.66309,             0.70616,             0.70604,                   0,                   0,                   0,           0.0036838,           0.0036838,           0.0036838
                 321,             0.05244,             0.26027,               1.129,              0.6226,             0.67672,             0.70428,             0.70359,                   0,                   0,                   0,            0.003664,            0.003664,            0.003664
                 322,            0.053079,             0.24814,              1.1291,             0.62811,             0.67085,             0.70929,             0.70828,                   0,                   0,                   0,           0.0036442,           0.0036442,           0.0036442
                 323,            0.052869,              0.2466,              1.1323,             0.62531,             0.66131,             0.70891,             0.70779,                   0,                   0,                   0,           0.0036244,           0.0036244,           0.0036244
                 324,            0.054172,             0.26472,               1.122,             0.62975,             0.65128,             0.71075,             0.70964,                   0,                   0,                   0,           0.0036046,           0.0036046,           0.0036046
                 325,            0.054049,             0.25259,               1.128,             0.68918,             0.61282,             0.70863,             0.70653,                   0,                   0,                   0,           0.0035848,           0.0035848,           0.0035848
                 326,            0.055729,             0.24513,              1.1307,             0.69289,             0.61238,             0.71063,             0.70864,                   0,                   0,                   0,            0.003565,            0.003565,            0.003565
                 327,            0.058694,              0.2471,              1.1203,             0.69138,             0.60797,              0.7054,             0.70391,                   0,                   0,                   0,           0.0035452,           0.0035452,           0.0035452
                 328,            0.055109,             0.26161,               1.132,             0.69385,             0.61011,             0.70448,             0.70226,                   0,                   0,                   0,           0.0035254,           0.0035254,           0.0035254
                 329,                 inf,             0.23545,              1.1294,             0.69476,             0.60961,             0.70179,             0.69955,                   0,                   0,                   0,           0.0035056,           0.0035056,           0.0035056
                 330,            0.052441,             0.24165,              1.1273,             0.72461,             0.60417,             0.69992,             0.69737,                   0,                   0,                   0,           0.0034858,           0.0034858,           0.0034858
                 331,            0.050768,             0.23063,              1.1244,             0.74721,             0.60188,              0.6978,              0.6951,                   0,                   0,                   0,            0.003466,            0.003466,            0.003466
                 332,            0.050914,             0.23555,              1.1372,             0.71913,             0.60984,             0.69775,             0.69456,                   0,                   0,                   0,           0.0034462,           0.0034462,           0.0034462
                 333,             0.05057,             0.24493,              1.1292,             0.71856,             0.58739,               0.691,             0.68791,                   0,                   0,                   0,           0.0034264,           0.0034264,           0.0034264
                 334,            0.050609,             0.23808,               1.131,             0.71187,             0.58947,             0.69589,             0.69283,                   0,                   0,                   0,           0.0034066,           0.0034066,           0.0034066
                 335,            0.051802,             0.25586,              1.1294,             0.65352,             0.61931,             0.69209,             0.68967,                   0,                   0,                   0,           0.0033868,           0.0033868,           0.0033868
                 336,            0.049196,             0.23102,              1.1313,             0.66165,             0.61696,             0.70281,             0.69954,                   0,                   0,                   0,            0.003367,            0.003367,            0.003367
                 337,            0.053567,             0.23114,              1.1268,             0.66083,             0.62083,             0.69931,             0.69553,                   0,                   0,                   0,           0.0033472,           0.0033472,           0.0033472
                 338,            0.054262,             0.22952,              1.1231,             0.68045,              0.6137,             0.70175,             0.69854,                   0,                   0,                   0,           0.0033274,           0.0033274,           0.0033274
                 339,            0.049342,             0.22719,              1.1328,             0.61087,             0.65158,             0.69864,             0.69479,                   0,                   0,                   0,           0.0033076,           0.0033076,           0.0033076
                 340,            0.050861,              0.2366,              1.1327,             0.61441,             0.64972,             0.69939,              0.6963,                   0,                   0,                   0,           0.0032878,           0.0032878,           0.0032878
                 341,            0.050302,             0.22636,              1.1323,             0.62922,             0.64992,             0.69709,              0.6934,                   0,                   0,                   0,            0.003268,            0.003268,            0.003268
                 342,            0.050792,             0.24979,              1.1218,               0.633,             0.63127,              0.6951,             0.69214,                   0,                   0,                   0,           0.0032482,           0.0032482,           0.0032482
                 343,            0.052233,             0.24499,              1.1266,             0.64355,             0.63289,             0.69444,             0.69131,                   0,                   0,                   0,           0.0032284,           0.0032284,           0.0032284
                 344,             0.05094,             0.22141,              1.1157,             0.64549,             0.63295,             0.69337,              0.6901,                   0,                   0,                   0,           0.0032086,           0.0032086,           0.0032086
                 345,            0.052273,             0.21724,              1.1328,             0.63826,             0.62213,             0.68906,             0.68579,                   0,                   0,                   0,           0.0031888,           0.0031888,           0.0031888
                 346,            0.049317,             0.20876,              1.1325,             0.65293,             0.61131,             0.69017,             0.68622,                   0,                   0,                   0,            0.003169,            0.003169,            0.003169
                 347,            0.048085,             0.22271,               1.136,             0.61087,             0.67403,             0.69294,             0.68976,                   0,                   0,                   0,           0.0031492,           0.0031492,           0.0031492
